SKU,SKU DESCRIPTION
D22FTLL,IBM App Connect Enterprise for Linux on IBM Z per Virtual Processor Core Software Subscription and Support Reinstatement 12 Months
E0N27LL,IBM App Connect Enterprise Virtual Processor Core Annual SW Subscription & Support Renewal 12 Months
E0P74LL,IBM App Connect Enterprise for non-production Virtual Processor Core Annual SW Subscription & Support Renewal 12 Months
E0PWJLL,IBM App Connect Enterprise for non-production for Linux on IBM Z per Virtual Processor Core Annual Software Subscription and Support Renewal
D0JBRZX,IBM watsonx Code Assistant Install SW Subscription & Support Reinstatement 12 Months
E0PWLLL,IBM App Connect Enterprise for Linux on IBM Z per Virtual Processor Core Annual Software Subscription and Support Renewal
D0JBPZX,IBM watsonx Code Assistant Install License + SW Subscription & Support 12 Months
Z0N27LL,IBM App Connect Enterprise per Virtual Processor Core Advanced Support 12 Mo
Z0PWLLL,IBM App Connect Enterprise for Linux on IBM Z per Virtual Processor Core Advanced Support 12 Mo
D0JBUZX,IBM watsonx Code Assistant Reserved Install License + SW Subscription & Support 12 Months
D0JBWZX,IBM watsonx Code Assistant Reserved Install SW Subscription & Support Reinstatement 12 Months
D0JPMZX,IBM watsonx Code Assistant Install for IBM Z License + SW Subscription & Support 12 Months
D0JPPZX,IBM watsonx Code Assistant Install for IBM Z SW Subscription & Support Reinstatement 12 Months
D0JPSZX,IBM watsonx Code Assistant Reserved Install for IBM Z License + SW Subscription & Support 12 Months
Z0CR9LL,IBM Integration Bus Express Edition per Processor Value Unit (PVU) for Linux on System z Advanced Support 12 Months
D0JPUZX,IBM watsonx Code Assistant Reserved Install for IBM Z SW Subscription & Support Reinstatement 12 Months
E0JBMZX,IBM watsonx Code Assistant Install Annual SW Subscription & Support Renewal
E0JBSZX,IBM watsonx Code Assistant Reserved Install Annual SW Subscription & Support Renewal
E0JPKZX,IBM watsonx Code Assistant Install for IBM Z Annual SW Subscription & Support Renewal
E0JPQZX,IBM watsonx Code Assistant Reserved Install for IBM Z Annual SW Subscription & Support Renewal
X0JBMZX,IBM watsonx Code Assistant Install Extended Support 12 Months
X0JBSZX,IBM watsonx Code Assistant Reserved Install Extended Support 12 Months
X0JPKZX,IBM watsonx Code Assistant Install for IBM Z Extended Support 12 Months
X0JPQZX,IBM watsonx Code Assistant Reserved Install for IBM Z Extended Support 12 Months
Z0JBMZX,IBM watsonx Code Assistant Install Advanced Support 12 Months
Z0JBSZX,IBM watsonx Code Assistant Reserved Install Advanced Support 12 Months
Z0JPKZX,IBM watsonx Code Assistant Install for IBM Z Advanced Support 12 Months
Z0JPQZX,IBM watsonx Code Assistant Reserved Install for IBM Z Advanced Support 12 Months
D279ULL,Senzing for IBM Cloud Pak for Data from 500M to Unlimited Data Source Records Single Repository 3rd party offering
D279TLL,Senzing for IBM Cloud Pak for Data up to 10M Data Source Records Single Repository 3rd party offering
D279VLL,Senzing for IBM Cloud Pak for Data from 250M up to 500M Data Source Records Single Repository 3rd party offering
D279YLL,Senzing for IBM Cloud Pak for Data from 25M up to 50M Data Source Records Single Repository 3rd party offering
D279WLL,Senzing for IBM Cloud Pak for Data from 100M up to 250M Data Source Records Single Repository 3rd party offering
D279ZLL,Senzing for IBM Cloud Pak for Data from 10M up to 25M Data Source Records Single Repository 3rd party offering
D279XLL,Senzing for IBM Cloud Pak for Data from 50M up to 100M Data Source Records Single Repository 3rd party offering
D0JE4ZX,IBM Test Accelerator for Z for IBM Z Resource Unit Trade Up from IBM Z Development and Test Environment Enterprise Edition Resource Value Unit License + SW Subscription & Support 12 Months
D0JE8ZX,IBM Test Accelerator for Z for IBM Z Resource Unit SW Subscription & Support Reinstatement 12 Months
D0JE6ZX,IBM Test Accelerator for Z for IBM Z Resource Unit License + SW Subscription & Support 12 Months
D0JE9ZX,IBM Test Accelerator for Z for IBM Z Resource Unit Trade Up from IBM Virtual Dev and Test for z/OS Resource Value Unit License + SW Subscription & Support 12 Months
D28QELL,IBM Security QRadar Data Synchronization Application Install LIC + SW S&S 12 MO
D28QFLL,IBM Security QRadar Data Synchronization Application Install SW S&S Reinstate 12 Mo
D28QTLL,IBM Security QRadar Data Synchronization Application for Linux on IBM Z Install LIC + SW S&S 12 MO
D28QULL,IBM Security QRadar Data Synchronization Application for Linux on IBM Z Install SW S&S Reinstate 12 Mo
E0JE5ZX,IBM Test Accelerator for Z for IBM Z Resource Unit Annual SW Subscription & Support Renewal
X0JE5ZX,IBM Test Accelerator for Z for IBM Z Resource Unit Extended Support 12 Months
E0R44LL,IBM Security QRadar Data Synchronization Application Install Annual SW S&S Rnwl
E0R49LL,IBM Security QRadar Data Synchronization Application for Linux on IBM Z Install Annual SW S&S Rnwl
Z0JE5ZX,IBM Test Accelerator for Z for IBM Z Resource Unit Advanced Support 12 Months
Z0R44LL,IBM Security QRadar Data Synchronization Application Install Advanced Support Subscription License
Z0R49LL,IBM Security QRadar Data Synchronization Application for Linux on IBM Z Install Advanced Support Subscription License
D0JQDZX,IBM InfoSphere Optim Extended Data Privacy Annual Terabyte Trade Up from IBM InfoSphere Optim Data Privacy for Unstructured Data + SW S&S 12 MO
D0JQFZX,IBM InfoSphere Optim Extended Data Privacy Annual Terabyte LIC + SW S&S 12 MO
D0JQJZX,IBM InfoSphere Optim Extended Data Privacy for IBM Z Annual Terabyte Trade Up IBM from IBM InfoSphere Optim Data Privacy for Unstructured Data for IBM Z + SW S&S 12 MO
D0JQLZX,IBM InfoSphere Optim Extended Data Privacy for IBM Z Annual Terabyte LIC + SW S&S 12 MO
D0JQIZX,IBM InfoSphere Optim Extended Data Privacy Annual Terabyte SW S&S Reinstate 12 Mo
D0LU2ZX,IBM Data Gate for watsonx for IBM Z Virtual Processor Core LIC + SW S&S 12 MO
D0LU5ZX,IBM Data Gate for watsonx for IBM Z Virtual Processor Core SW S&S Reinstate 12 Mo
D0LUEZX,IBM Data Gate for watsonx Non Production for IBM Z Virtual Processor Core LIC + SW S&S 12 MO
D0JQNZX,IBM InfoSphere Optim Extended Data Privacy for IBM Z Annual Terabyte SW S&S Reinstate 12 Mo
D0LUHZX,IBM Data Gate for watsonx Non Production for IBM Z Virtual Processor Core SW S&S Reinstate 12 Mo
E0JQEZX,IBM InfoSphere Optim Extended Data Privacy Annual Terabyte Annual SW S&S Rnwl
E0JQKZX,IBM InfoSphere Optim Extended Data Privacy for IBM Z Annual Terabyte Annual SW S&S Rnwl
E0LU0ZX,IBM Data Gate for watsonx for IBM Z Virtual Processor Core Annual SW S&S Rnwl
X0LU0ZX,IBM Data Gate for watsonx for IBM Z Virtual Processor Core Extended Support 12Mo
E0LUCZX,IBM Data Gate for watsonx Non Production for IBM Z Virtual Processor Core Annual SW S&S Rnwl
X0LUCZX,IBM Data Gate for watsonx Non Production for IBM Z Virtual Processor Core Extended Support 12Mo
Z0A23ZX,IBM Business Analytics Enterprise Authorized User Advanced Support 12Mo
Z0AS4ZX,IBM Business Analytics Enterprise Cartridge for IBM Cloud Pak for Data Authorized User Advanced Support 12Mo
Z0ASBZX,IBM Business Analytics Enterprise Cartridge for IBM Cloud Pak for Data for IBM Z Authorized User Advanced Support 12Mo
Z0LU0ZX,IBM Data Gate for watsonx for IBM Z Virtual Processor Core Advanced Support 12Mo
Z0LUCZX,IBM Data Gate for watsonx Non Production for IBM Z Virtual Processor Core Advanced Support 12Mo
Z0CYUZX,IBM Storage Ceph Premium Edition Terabyte Advanced Support 12 Months
Z0DSIZX,IBM Storage Ceph Pro Edition Terabyte Advanced Support 12 Months
Z0GM6ZX,IBM Storage Ceph Object Pro Edition Terabyte Advanced Support 12 Months
Z0GMBZX,IBM Storage Ceph Object Premium Edition Terabyte Advanced Support 12 Months
X0J1CLL,IBM DevOps Deploy Server Agent Managed Virtual Server Extended Support 12 Months
X0J1MLL,IBM DevOps Deploy Server Agent Virtual Server Extended Support 12 Months
D0LSAZX,IBM Cloud Pak for Applications Advanced Virtual Processor Core Trade Up from CP4Apps Standard Programs License + SW Subscription & Support 12 Months
D0LSCZX,IBM Cloud Pak for Applications Advanced Virtual Processor Core License + SW Subscription & Support 12 Months
D0LSGZX,IBM Cloud Pak for Applications Advanced Virtual Processor Core SW Subscription & Support Reinstatement 12 Months
D0LSHZX,IBM Cloud Pak for Applications Advanced System Z Virtual Processor Core Trade Up from CP4Apps Standard Programs License + SW Subscription & Support 12 Months
D0LSJZX,IBM Cloud Pak for Applications Advanced System Z Virtual Processor Core License + SW Subscription & Support 12 Months
D0LSNZX,IBM Cloud Pak for Applications Advanced System Z Virtual Processor Core SW Subscription & Support Reinstatement 12 Months
D0M8QZX,IBM Cloud Pak for Applications Standard Virtual Processor Core Trade Up from WSHE Programs License + SW Subscription & Support 12 Months
D0M8RZX,IBM Cloud Pak for Applications Advanced Virtual Processor Core Trade Up from eligible WebSphere Point Programs License + SW Subscription & Support 12 Months
D0M8SZX,IBM Cloud Pak for Applications Advanced System Z Virtual Processor Core Trade Up from eligible WebSphere Point Programs License + SW Subscription & Support 12 Months
E0LSBZX,IBM Cloud Pak for Applications Advanced Virtual Processor Core Annual SW Subscription & Support Renewal
D0M8TZX,IBM Cloud Pak for Applications Standard System Z Standard Virtual Processor Core Trade Up from WSHE Programs License + SW Subscription & Support 12 Months
E0LSIZX,IBM Cloud Pak for Applications Advanced System Z Virtual Processor Core Annual SW Subscription & Support Renewal
D0ZJHLL,ARCAD Pack for Rational Server 3rd party offering
D0ZJILL,ARCAD Pack for Rational Authorized User 3rd party offering
D0ZJKLL,ARCAD Pack for Rational Deployment Target 3rd party offering
D12EYLL,ARCAD Pack for Rational 4GL Authorized User 3rd party offering
D1B4ZLL,Worksoft Certify per Concurrent User 3rd party offering
D1B50LL,Worksoft Certify for SAP Server per Install 3rd party offering
D1B51LL,Certify Business Process Procedure per Install 3rd party offering
D1B52LL,Certify Impact per 10 Concurrent Users 3rd party offering
D1BV8LL,CrawfordTech Riptide Server Server 3rd party offering
D1BV9LL,CrawfordTech Riptide Server Non Production Server 3rd party offering
D1BVALL,CrawfordTech Riptide DataFormatter Publishing Server 3rd party offering
D1BVBLL,CrawfordTech Riptide DataFormatter Publishing Non Production Server Server 3rd party offering
D1BVCLL,CrawfordTech Riptide ePresentment Server 3rd party offering
D1BVDLL,CrawfordTech Riptide ePresentment Non Production Server 3rd party offering
D1BVELL,CrawfordTech Riptide ConversionServices Server 3rd party offering
D1BVFLL,CrawfordTech Riptide ConversionServices Non Production Server 3rd party offering
D2641LL,LogDNA Log Analysis Enterprise Foundation 7.5 TB per Install 3rd Pty Offer
D2642LL,LogDNA Log Analysis Enterprise Expansion 14.5 TB per Install 3rd Pty Offer
D0MA0ZX,IBM Planning Analytics Local Assistant Add-on Authorized User LIC + SW S&S 12 MO
D0MA2ZX,IBM Planning Analytics Local Assistant Add-on Authorized User SW S&S Reinstate 12 Mo
D0MA5ZX,IBM Planning Analytics Local Assistant Add-on for Linux on IBM Z Authorized User LIC + SW S&S 12 MO
D0MA7ZX,IBM Planning Analytics Local Assistant Add-on for Linux on IBM Z Authorized User SW S&S Reinstate 12 Mo
D0MAAZX,IBM Planning Analytics Advanced Assistant Add-on Authorized User LIC + SW S&S 12 MO
D0MACZX,IBM Planning Analytics Advanced Assistant Add-on Authorized User SW S&S Reinstate 12 Mo
D0MAFZX,IBM Planning Analytics Advanced Assistant Add-on for Linux on IBM Z Authorized User LIC + SW S&S 12 MO
D1V3WLL,ARCAD Pack for UrbanCode per Production Server for 2 LPARs Group P05 3rd party offering
D1V4QLL,ARCAD PACK FOR URBANCODE PER PRODUCTION SERVER FOR 2 LPARS GROUP P10 3rd party offering
D1V4RLL,ARCAD PACK FOR URBANCODE PER PRODUCTION SERVER FOR 2 LPARS GROUP P20 3rd party offering
D1V4SLL,ARCAD PACK FOR URBANCODE PER PRODUCTION SERVER FOR 2 LPARS GROUP P30 3rd party offering
D1V4TLL,ARCAD PACK FOR URBANCODE PER PRODUCTION SERVER FOR 2 LPARS GROUP P40 3rd party offering
D0MAHZX,IBM Planning Analytics Advanced Assistant Add-on for Linux on IBM Z Authorized User SW S&S Reinstate 12 Mo
D1V4ULL,ARCAD PACK FOR URBANCODE PER PRODUCTION SERVER FOR 2 LPARS GROUP P50 3rd party offering
D1V4VLL,ARCAD PACK FOR URBANCODE PER ADDITIONAL LPAR GROUP P05 3rd party offering
D1V4WLL,ARCAD PACK FOR URBANCODE PER ADDITIONAL LPAR GROUP P10 3rd party offering
D1V4XLL,ARCAD PACK FOR URBANCODE PER ADDITIONAL LPAR GROUP P20 3rd party offering
D1V4YLL,ARCAD PACK FOR URBANCODE PER ADDITIONAL LPAR GROUP P30 3rd party offering
D1V4ZLL,ARCAD PACK FOR URBANCODE PER ADDITIONAL LPAR GROUP P40 3rd party offering
D1V50LL,ARCAD PACK FOR URBANCODE PER ADDITIONAL LPAR GROUP P50 3rd party offering
D1V51LL,ARCAD PACK FOR URBANCODE PER WAP EXTENSION GROUP P05 3rd party offering
D1V52LL,ARCAD PACK FOR URBANCODE PER WAP EXTENSION GROUP P10 3rd party offering
D1V53LL,ARCAD PACK FOR URBANCODE PER WAP EXTENSION GROUP P20 3rd party offering
D1V54LL,ARCAD PACK FOR URBANCODE PER WAP EXTENSION GROUP P30 3rd party offering
E0M9YZX,IBM Planning Analytics Local Assistant Add-on Authorized User Annual SW S&S Rnwl
E0MA3ZX,IBM Planning Analytics Local Assistant Add-on for Linux on IBM Z Authorized User Annual SW S&S Rnwl
E0MA8ZX,IBM Planning Analytics Advanced Assistant Add-on Authorized User Annual SW S&S Rnwl
E0MADZX,IBM Planning Analytics Advanced Assistant Add-on for Linux on IBM Z Authorized User Annual SW S&S Rnwl
Z0M9YZX,IBM Planning Analytics Local Assistant Add-on Authorized User Advanced Support 12Mo
Z0MA8ZX,IBM Planning Analytics Advanced Assistant Add-on Authorized User Advanced Support 12Mo
Z0MADZX,IBM Planning Analytics Advanced Assistant Add-on for Linux on IBM Z Authorized User Advanced Support 12Mo
Z0MA3ZX,IBM Planning Analytics Local Assistant Add-on for Linux on IBM Z Authorized User Advanced Support 12Mo
D0M7VZX,IBM Automatic Data Lineage Migration From Legacy Manta Flow Platform Bundle
D0TIELL,IBM Security Guardium Standard Activity Monitor for Databases Processor Value Unit (PVU) for Linux on System z SW Subscription & Support Reinstatement 12 Months
D0TIFLL,IBM Security Guardium Standard Activity Monitor for Databases Processor Value Unit (PVU) for Linux on System z License + SW Subscription & Support 12 Months
D0TIGLL,IBM Security Guardium Standard Activity Monitor for Databases Processor Value Unit (PVU) SW Subscription & Support Reinstatement 12 Months
Y0RBYLL,IBM DataP Gateway Virt Enterp Prod Edi PVU Z Sustained Support 12 Months
X0BVXLL,IBM Sterling B2B Integrator Enterprise Edition Non-Production Environment Processor Value Unit (PVU) Extended Support 12 Months
X0BW1LL,IBM Sterling B2B Integrator Standard Edition Processor Value Unit (PVU) Extended Support 12 Months
X0BW2LL,IBM Sterling B2B Integrator Standard Edition Connection Extended Support 12 Months
X0BW3LL,IBM Sterling B2B Integrator Standard Edition for Non-Production Environment Processor Value Unit (PVU) Extended Support 12 Months
X0BW5LL,IBM Sterling B2B Integrator Enterprise Edition Processor Value Unit (PVU) Extended Support 12 Months
X0BWALL,IBM Sterling File Gateway Standard Install Extended Support 12 Months
X0BWCLL,IBM Sterling File Gateway Add-on Sterling B2B Integrator Enterprise Edition Processor Value Unit (PVU) Extended Support 12 Months
X0BWDLL,IBM Sterling File Gateway Add-on B2B Integrator Standard Edition for Non-Prod Environment Processor Value Unit (PVU) Extended Support 12 Months
X0BWFLL,IBM Sterling File Gateway Add-on B2B Integrator Enterprise Edition for Non-Production Environment Processor Value Unit (PVU) Extended Support 12 Months
X0BWGLL,IBM Sterling File Gateway Add-on Sterling B2B Integrator Standard Edition Connection Extended Support 12 Months
X0BWPLL,IBM Sterling File Gateway Add-on Sterling B2B Integrator Standard Edition Processor Value Unit (PVU) Extended Support 12 Months
X0BWTLL,IBM Sterling File Gateway Standard Connection Extended Support 12 Months
X0BWULL,IBM Sterling File Gateway Standard for Non-Production Environment Install Extended Support 12 Months
X0BWXLL,IBM Sterling File Gateway Enterprise for Non-Production Environment Processor Value Unit (PVU) Extended Support 12 Months
X0BX1LL,IBM Sterling File Gateway Enterprise Processor Value Unit (PVU) Extended Support 12 Months
X0EHMLL,IBM Sterling File Gateway Enterprise for Non-Production Environment Processor Value Unit (PVU) Extended Support 12 Months
